"Country","Language Name","Language Code","Classification","Family","Is ISO Recognized","Is Sign Language","1st Language Pop","Language Vitality","Alternate Names","GRN Numbers","Varieties (ROLV)","Continent","Country Code","Is Remaining V2025 Need"
"China","Groma [gro]","gro","Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, Southern","Sino-Tibetan","Yes","No","26,8","6b - Threatened","Gromo (CN, L)Tromawa (CN, L)Tromowa (CN, L)Tromowa (IN, L)","Groma (10351, GRN rec: Yes)Groma (10351, GRN rec: Yes)Groma: Lower Groma (10352, GRN rec: No)Groma: Lower Groma (10352, GRN rec: No)Groma: Upper Groma (10353, GRN rec: No)Groma: Upper Groma (10353, GRN rec: No)","Lower (10352)Upper (10353)","Asia","CN","No"
"China","Chinese, Hakka [hak]","hak","Sino-Tibetan, Chinese","Sino-Tibetan","Yes","No","39,848,670","4 - Developing","Hi-Lu (TW, L)Hoilluk (TW, L)Hoiluk (TW, L)Longnan (CN, L)Meixian (CN, L)Min-Ke (CN, L)Northern Guangdong (CN, L)Raoping (CN, L)Shi Xien (TW, L)Shigen (TW, L)Shixien (TW, L)Taiwan Kejia (CN, L)Western Guangdong (CN, L)Hokka (CN, L)Hokka (SG, L)Ke (CN, L)Ke (SG, L)Kechia (CN, L)Kechia (SG, L)Kehia (SG, L)Kejia (CN, L)Kejia (SR, L)Kejiahua (CN, L)Kek (SG, L)Khek (SG, L)Majiahua (CN, L)Ngái (VN, L)Người Ngái (VN, L)Tu Guangdonghua (CN, L)Xinminhua (CN, L)","Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka (340, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Mei Shen (1992, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Miaoli (4369, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Hakka: Ho Po Kah (4403, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Khe-Hakka (4867, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Kejia: Guangdong Shaoguan Guitou (5124, GRN rec: Yes)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Hai-Lu (8819, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Huizhou (8820, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Ning-Long (8821, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Sanhsien (8822, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tingzhou (8823, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Tong-Gui (8824, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuebei (8825, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yuezhong (8826, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Yugui (8827, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese, Hakka: Wukingfu (19403, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese: Shaowu (19411, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Her Po (25066, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Loong Chun (25067, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Yuexi (25068, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)Chinese, Hakka: Masset (25069, GRN rec: No)","Mei Shen (01992)Miaoli (04369)Ho Po Kah (04403)Khe-Hakka (04867)Guangdong Shaoguan Guitou (05124)Hai-Lu (08819)Huizhou (08820)Ning-Long (08821)Sanhsien (08822)Tingzhou (08823)Yuebei (08825)Yuezhong (08826)Yugui (08827)Wukingfu (19403)Shaowu (19411)Loong Chun (25067)","Asia","CN","No"
"China","Miao, Northern Qiandong [hea]","hea","Hmong-Mien, Hmongic, Qiandong","Hmong-Mien","Yes","No","1,250,000","6b - Threatened","Black Miao (CN, L)Central Miao (CN, L)Chientung Miao (CN, L)East Guizhou Miao (CN, L)Eastern Guizhou Hmu (CN, L)Gha Ne (CN, L)Gha Ne Dlai (CN, L)Heh Miao (CN, L)Hei Miao (CN, L)Hmu (CN, L)Kuv tsis has lug Moob tau (CN, L)m̥ə˧ (CN, L)m̥hu˧ (CN, L)Northern East Guizhou Miao (CN, L)Northern Hmu (CN, L)Qián-Dōng fāngyán (CN, L)","Miao, Black (4664, GRN rec: Yes)Miao: Waishu (4948, GRN rec: Yes)Miao: Kaili Sankeshu (6093, GRN rec: Yes)Miao, Black: Zhen Ning Xian (6243, GRN rec: Yes)","Waishu (04948)Kaili Sankeshu (06093)Zhen Ning Xian (06243)","Asia","CN","No"
"China","Hlersu [hle]","hle","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Central","Sino-Tibetan","Yes","No","15","6b - Threatened","Lesu (CN, L)Sansu (CN, L)Shansu (CN, L)","Hlersu (20364, GRN rec: No)","","Asia","CN","Yes"
"China","Miao, Southern Mashan [hma]","hma","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","10","6b - Threatened","Hsiung (CN, L)Hunan Miao (CN, L)Southern Mashan Hmong (CN, L)Southern Mashan Miao (CN, L)","Miao, Southern Mashan (10667, GRN rec: No)","","Asia","CN","Yes"
"China","Miao, Central Huishui [hmc]","hmc","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","40","6a - Vigorous","Central Huishui Hmong (CN, L)Hmo (CN, L)Hsiung (CN, L)Hunan Miao (CN, L)","Miao, Central Huishui (10657, GRN rec: No)","","Asia","CN","Yes"
"China","Miao, Large Flowery [hmd]","hmd","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","300","5 - Developing","Ad Hmaob lul (CN, L)A-Hmao (CN, L)A-Hmaos (CN, L)Big Flowery Miao (CN, L)Da Hua Bei Miao (CN, L)Da Hua Miao (CN, L)Diandongbei Miao (CN, L)Flowery Miao (CN, L)Great Flowery Tribe (CN, L)Hua Miao (CN, L)Hwa Miao (CN, L)Northeastern Dian Miao (CN, L)Northeastern Yunnan Miao (CN, L)Ta Hwa Miao (CN, L)","Hmong, Flowery (104, GRN rec: Yes)Hmong, Flowery: Longlin (6099, GRN rec: Yes)Miao: Dahua (6112, GRN rec: Yes)Cai (6226, GRN rec: Yes)Miao: Hua Yi (6244, GRN rec: Yes)","Longlin (06099)Dahua (06112)Cai (06226)Hua Yi (06244)","Asia","CN","No"
"China","Miao, Eastern Huishui [hme]","hme","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","14","6b - Threatened","Eastern Huishui Hmong (CN, L)","Miao, Eastern Huishui (10660, GRN rec: No)","","Asia","CN","Yes"
"China","Miao, Southwestern Guiyang [hmg]","hmg","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","70","6a - Vigorous","Southwestern Guiyang Hmong (CN, L)","Miao, Shai Lou Zhenningxian (6168, GRN rec: Yes)Hmong, Southwestern Guiyang (10669, GRN rec: No)","Shai Lou Zhenningxian (06168)","Asia","CN","Yes"
"China","Miao, Southwestern Huishui [hmh]","hmh","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","56","6a - Vigorous","Miao (CN, L)Southwestern Huishui Hmong (CN, L)","Miao, Southwestern Huishui (10670, GRN rec: No)","","Asia","CN","No"
"China","Miao, Northern Huishui [hmi]","hmi","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","70","6a - Vigorous","Gaopo (CN, L)Kwei-chu (CN, L)Kwei-chu Miao (CN, L)Northern Huishui Hmong (CN, L)","Miao, Northern Huishui (10665, GRN rec: No)","","Asia","CN","No"
"China","Ge [hmj]","hmj","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","60","6b - Threatened","Chonganjiang Miao (CN, L)Ge Jia (CN, L)Gedang (CN, L)Gedong (CN, L)Gedou (CN, L)Gedou Miao (CN, L)Gedoudiu (CN, L)Gedu (CN, L)Gejia (CN, L)Ge-Mong (CN, L)Gho-mhon (CN, L)Keh Deo (CN, L)","Ge (4949, GRN rec: Yes)Miao: Caijiang Longlin (6060, GRN rec: Yes)","Caijiang Longlin (06060)","Asia","CN","No"
"China","Miao, Luopohe [hml]","hml","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","61","6a - Vigorous","Lobohe Miao (CN, L)Luobo River Miao (CN, L)Luobohe Hmong (CN, L)Luopohe Hmong (CN, L)Xi (CN, L)Xijia Miao (CN, L)Ximahe Miao (CN, L)","Miao: Laohu (6246, GRN rec: Yes)Miao, Luopohe (10663, GRN rec: No)","Laohu (06246)","Asia","CN","Yes"
"China","Miao, Central Mashan [hmm]","hmm","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","70","6a - Vigorous","Central Mashan Hmong (CN, L)","Miao, Central Mashan (10658, GRN rec: No)","","Asia","CN","No"
"China","Miao, Northern Mashan [hmp]","hmp","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","35","6a - Vigorous","Northern Mashan Hmong (CN, L)","Miao, Northern Mashan (22436, GRN rec: No)","","Asia","CN","Yes"
"China","Miao, Eastern Qiandong [hmq]","hmq","Hmong-Mien, Hmongic, Qiandong","Hmong-Mien","Yes","No","350","6a - Vigorous","Black Miao (CN, L)Central Miao (CN, L)Chientung Miao (CN, L)Eastern East-Guizhou Miao (CN, L)Eastern Hmu (CN, L)Hei Miao (CN, L)Hmu (CN, L)mo˧ (CN, L)","Miao, Eastern Qiandong (22756, GRN rec: No)","","Asia","CN","No"
"China","Miao, Southern Qiandong [hms]","hms","Hmong-Mien, Hmongic, Qiandong","Hmong-Mien","Yes","No","500","6a - Vigorous","Black Miao (CN, L)Central Miao (CN, L)Chientung Miao (CN, L)Hei Miao (CN, L)Hmu (CN, L)Southern East-Guizhou Miao (CN, L)Southern Hmu (CN, L)","Miao: Gudong (6350, GRN rec: Yes)Miao, Southern Qiandong (10668, GRN rec: No)","Gudong (06350)","Asia","CN","No"
"China","Miao, Western Mashan [hmw]","hmw","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","14","6b - Threatened","Western Mashan Hmong (CN, L)","Miao, Kanma (6167, GRN rec: Yes)Miao, Western Mashan (10671, GRN rec: No)","Kanma (06167)","Asia","CN","Yes"
"China","Miao, Southern Guiyang [hmy]","hmy","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","28","6a - Vigorous","Southern Guiyang Hmong (CN, L)","Miao, Southern Guiyang (10666, GRN rec: No)","","Asia","CN","Yes"
"China","Sinicized Miao [hmz]","hmz","Hmong-Mien, Hmongic, Chuanqiandian","Hmong-Mien","Yes","No","252","6a - Vigorous","Biantou Miao (CN, L)Changshu Miao (CN, L)Curved Comb Miao (CN, L)Flat Head Miao (CN, L)Han Miao (CN, L)Hmong Nzi (CN, L)Hmong Sa (CN, L)Hmong Shua (CN, L)Hmong Shua (VN, L)Hmong Sua (CN, L)Hmongb Shuat (CN, L)Long Comb Miao (CN, L)Lopsided Comb Miao (CN, L)Mushu Maio (CN, L)Piān Miáo (CN, L)Shuixi Miao (CN, L)Sinicised Hmong (CN, L)Waishu Miao (CN, L)Water Miao (CN, L)West of the Water Miao (CN, L)Wooden Comb Miao (CN, L)","Miao: Gaoshan (6190, GRN rec: Yes)Miao: Gaoshan (6190, GRN rec: Yes)Hmong Shua (19052, GRN rec: No)Hmong Shua (19052, GRN rec: No)","Gaoshan (06190)","Asia","CN","No"
"China","Hani [hni]","hni","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","766,24","6a - Vigorous","Ha Nhi (CN, L)Ha Nhi (LA, L)Ha Nhi (VN, L)Hanhi (CN, L)Hanhi (LA, L)Hànhì (VN, L)Hani Proper (CN, L)Haw (CN, L)Haw (LA, L)Haw (VN, L)Hayi (LA, L)U Ní (VN, L)Uni (VN, L)Xá U Ní (VN, L)Xauni (VN, L)","Hani (4698, GRN rec: Yes)Hani (4698, GRN rec: Yes)Hani (4698, GRN rec: Yes)Hani: Duguduta (4942, GRN rec: Yes)Hani: Duguduta (4942, GRN rec: Yes)Hani: Duguduta (4942, GRN rec: Yes)Hani: Aini (6068, GRN rec: Yes)Hani: Aini (6068, GRN rec: Yes)Hani: Aini (6068, GRN rec: Yes)Hani: Ximeluo (6071, GRN rec: Yes)Hani: Ximeluo (6071, GRN rec: Yes)Hani: Ximeluo (6071, GRN rec: Yes)Hani: Amu (6101, GRN rec: Yes)Hani: Amu (6101, GRN rec: Yes)Hani: Amu (6101, GRN rec: Yes)Hani: Budu (6102, GRN rec: Yes)Hani: Budu (6102, GRN rec: Yes)Hani: Budu (6102, GRN rec: Yes)Hani: Aza (21213, GRN rec: Yes)Hani: Aza (21213, GRN rec: Yes)Hani: Aza (21213, GRN rec: Yes)","Duguduta (04942)Aini (06068)Ximeluo (06071)Amu (06101)Budu (06102)Aza (21213)Black (30739)","Asia","CN","No"
"China","Hainanese [hnm]","hnm","Sino-Tibetan, Chinese","Sino-Tibetan","Yes","No","6,395,400","5 - Threatened","Changgan (CN, L) Hailamese (CN, L) Hainamese (CN, L)Hái-nâm (CN, L)Hainan (CN, L)Qiong-Lei (CN, L)Qiong-Wen (CN, L)Qiongwen Hua (CN, L)","","Chang-Gan (31123)Fucheng (31124)Wanning (31125)Wenchang (31126)Yaxian (31127)","Asia","CN","Yes"
"China","Honi [how]","how","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","140","6a - Vigorous","Baihong (CN, L)Hao-Bai (CN, L)Haoni (CN, L)Ho (CN, L)Ouni (CN, L)Uni (CN, L)Woni (CN, L)","Hani: Bukong (4853, GRN rec: Yes)Honi: Baihong (20834, GRN rec: No)Honi: Hao-Bai (20835, GRN rec: No)Honi (23082, GRN rec: No)","Bukong (04853)Baihong (20834)Hao-Bai (20835)","Asia","CN","No"
